ticket_id,created_at,customer_id,priority,channel,resolution_time_hours,first_contact_resolution,status,csat_score,category
TKT-2026040489,2026-04-16 09:00:00,CUST-4048,Medium,Email,16.6,Yes,In Progress,4,Billing & Payment
TKT-2026040490,2026-04-16 09:15:00,CUST-7458,High,Email,14.8,Yes,Closed,4,Billing & Payment
TKT-2026040491,2026-04-16 10:15:00,CUST-8358,Low,Email,5.0,No,Closed,2,Billing & Payment
TKT-2026040492,2026-04-16 10:30:00,CUST-5265,Low,Email,4.6,No,Closed,1,Network Outage
TKT-2026040493,2026-04-16 10:45:00,CUST-7918,Low,Web Portal,48.4,Yes,Escalated,1,Technical Support
TKT-2026040494,2026-04-16 12:15:00,CUST-2184,Medium,Email,5.8,Yes,Closed,5,Billing & Payment
TKT-2026040495,2026-04-16 12:30:00,CUST-4492,Medium,Email,6.8,Yes,Closed,4,Technical Support
TKT-2026040496,2026-04-16 13:30:00,CUST-6135,Medium,Web Portal,5.5,Yes,In Progress,4,General Inquiry
TKT-2026040497,2026-04-16 14:30:00,CUST-9357,Low,Email,4.1,Yes,Closed,4,Billing & Payment
TKT-2026040498,2026-04-16 14:45:00,CUST-5363,Low,Web Portal,18.6,Yes,Escalated,5,Network Outage
TKT-2026040499,2026-04-16 16:45:00,CUST-9841,High,Mobile App,4.7,Yes,Closed,4,Billing & Payment
TKT-2026040500,2026-04-16 18:00:00,CUST-1072,Low,Web Portal,10.8,Yes,Closed,5,Technical Support
TKT-2026040501,2026-04-16 18:00:00,CUST-6783,Low,Web Portal,18.1,Yes,Closed,5,Network Outage
TKT-2026040502,2026-04-16 18:00:00,CUST-9447,Medium,Web Portal,9.0,Yes,Closed,5,Technical Support
TKT-2026040503,2026-04-16 20:15:00,CUST-2416,Low,Email,5.9,Yes,Closed,5,Billing & Payment
TKT-2026040504,2026-04-16 21:00:00,CUST-6066,Low,Web Portal,5.8,Yes,Closed,5,General Inquiry
TKT-2026040505,2026-04-16 21:00:00,CUST-2364,Low,Email,35.3,Yes,Closed,4,Network Outage
TKT-2026040506,2026-04-16 22:15:00,CUST-1682,Low,Web Portal,10.0,Yes,Closed,5,Account Management
TKT-2026040507,2026-04-16 22:15:00,CUST-2694,Medium,Email,13.4,No,Closed,2,Technical Support
TKT-2026040508,2026-04-16 23:30:00,CUST-8759,Medium,Web Portal,7.9,Yes,In Progress,5,Account Management
TKT-2026040509,2026-04-17 01:00:00,CUST-3381,Low,Mobile App,4.2,Yes,Closed,5,Billing & Payment
TKT-2026040510,2026-04-17 01:30:00,CUST-4001,Urgent,Web Portal,55.3,No,Escalated,1,Technical Support
TKT-2026040511,2026-04-17 01:30:00,CUST-9412,High,Email,21.9,Yes,Closed,3,General Inquiry
TKT-2026040512,2026-04-17 03:15:00,CUST-2039,Urgent,Mobile App,13.8,No,Escalated,2,Technical Support
TKT-2026040513,2026-04-17 03:45:00,CUST-3118,Urgent,Mobile App,24.7,Yes,Closed,5,Billing & Payment
TKT-2026040514,2026-04-17 03:45:00,CUST-1676,High,Web Portal,30.9,Yes,Closed,4,Technical Support
TKT-2026040515,2026-04-17 05:45:00,CUST-1111,Low,Email,38.3,Yes,Closed,4,Billing & Payment
TKT-2026040516,2026-04-17 07:30:00,CUST-9377,Medium,Email,4.7,No,Closed,1,Technical Support
TKT-2026040517,2026-04-17 08:00:00,CUST-9227,Low,Email,6.6,No,Closed,1,Account Management
TKT-2026040518,2026-04-17 08:30:00,CUST-8976,High,Web Portal,7.7,Yes,Closed,5,Billing & Payment
TKT-2026040519,2026-04-17 09:00:00,CUST-3587,High,Email,6.7,Yes,Closed,5,Network Outage
TKT-2026040520,2026-04-17 09:00:00,CUST-1647,Low,Mobile App,14.1,Yes,In Progress,5,General Inquiry
TKT-2026040521,2026-04-17 09:30:00,CUST-4827,Urgent,Web Portal,6.3,Yes,In Progress,5,Billing & Payment
TKT-2026040522,2026-04-17 09:45:00,CUST-8559,High,Web Portal,15.0,Yes,Closed,5,General Inquiry
TKT-2026040523,2026-04-17 10:00:00,CUST-9747,Low,Email,8.5,Yes,In Progress,5,Technical Support
TKT-2026040524,2026-04-17 10:45:00,CUST-7312,Low,Email,4.7,Yes,Closed,3,Technical Support
TKT-2026040525,2026-04-17 11:15:00,CUST-9060,Low,Email,8.4,Yes,Closed,5,Billing & Payment
TKT-2026040526,2026-04-17 12:00:00,CUST-7031,Medium,Email,33.2,No,Closed,1,Technical Support
TKT-2026040527,2026-04-17 13:15:00,CUST-4638,Low,Mobile App,11.0,Yes,Closed,4,Billing & Payment
TKT-2026040528,2026-04-17 13:15:00,CUST-9493,Low,Email,15.6,Yes,Closed,5,Account Management
TKT-2026040529,2026-04-17 13:45:00,CUST-6015,Low,Web Portal,6.5,Yes,Closed,5,Network Outage
TKT-2026040530,2026-04-17 14:15:00,CUST-6373,High,Web Portal,4.2,No,Closed,1,Network Outage
TKT-2026040531,2026-04-17 14:30:00,CUST-4536,Low,Email,17.9,Yes,Escalated,4,Billing & Payment
TKT-2026040532,2026-04-17 15:15:00,CUST-2402,Low,Email,15.3,Yes,Closed,4,Technical Support
TKT-2026040533,2026-04-17 15:15:00,CUST-6503,High,Email,52.9,Yes,In Progress,2,Technical Support
TKT-2026040534,2026-04-17 15:30:00,CUST-7372,Medium,Web Portal,30.3,No,Escalated,2,General Inquiry
TKT-2026040535,2026-04-17 15:45:00,CUST-2015,Low,Email,12.1,Yes,In Progress,5,Account Management
TKT-2026040536,2026-04-17 16:30:00,CUST-7047,Medium,Web Portal,37.0,Yes,Closed,5,Billing & Payment
TKT-2026040537,2026-04-17 17:45:00,CUST-6348,Low,Email,4.4,Yes,Escalated,5,Technical Support
TKT-2026040538,2026-04-17 18:15:00,CUST-2933,Medium,Email,71.4,Yes,Closed,3,Billing & Payment
TKT-2026040539,2026-04-17 18:15:00,CUST-7846,High,Web Portal,5.5,Yes,In Progress,4,General Inquiry
TKT-2026040540,2026-04-17 18:30:00,CUST-1870,Low,Email,13.2,Yes,Escalated,5,Account Management
TKT-2026040541,2026-04-17 18:30:00,CUST-6080,Urgent,Email,12.8,Yes,Closed,5,Network Outage
TKT-2026040542,2026-04-17 18:45:00,CUST-2344,High,Web Portal,44.9,No,Closed,1,Technical Support
TKT-2026040543,2026-04-17 19:00:00,CUST-7744,Medium,Web Portal,6.3,Yes,In Progress,5,Account Management
TKT-2026040544,2026-04-17 19:30:00,CUST-3552,Low,Mobile App,13.8,No,Closed,2,Billing & Payment
TKT-2026040545,2026-04-17 19:45:00,CUST-9298,Low,Email,31.7,No,Closed,2,Account Management
TKT-2026040546,2026-04-17 20:15:00,CUST-6785,Low,Web Portal,24.5,Yes,Closed,5,Technical Support
TKT-2026040547,2026-04-17 20:30:00,CUST-9920,Urgent,Web Portal,9.8,Yes,Escalated,5,Billing & Payment
TKT-2026040548,2026-04-17 20:30:00,CUST-4878,Low,Email,8.1,No,In Progress,2,Account Management
TKT-2026040549,2026-04-17 21:45:00,CUST-1407,Medium,Email,5.8,Yes,Closed,5,Technical Support
TKT-2026040550,2026-04-17 22:45:00,CUST-5200,Medium,Email,10.7,Yes,Closed,4,Account Management
TKT-2026040551,2026-04-17 22:45:00,CUST-9303,Low,Mobile App,17.6,Yes,Closed,5,Billing & Payment
TKT-2026040552,2026-04-17 23:00:00,CUST-2617,Medium,Email,18.7,Yes,Escalated,5,Network Outage
TKT-2026040553,2026-04-18 00:30:00,CUST-4474,Low,Web Portal,5.0,No,Closed,1,Billing & Payment
TKT-2026040554,2026-04-18 01:30:00,CUST-7789,Medium,Email,36.6,Yes,In Progress,4,Billing & Payment
TKT-2026040555,2026-04-18 01:30:00,CUST-7168,Medium,Mobile App,27.3,No,Closed,2,Network Outage
TKT-2026040556,2026-04-18 04:00:00,CUST-9239,Medium,Email,6.6,Yes,Escalated,3,Billing & Payment
TKT-2026040557,2026-04-18 05:45:00,CUST-7769,Urgent,Mobile App,11.2,Yes,Closed,3,Network Outage
TKT-2026040558,2026-04-18 06:00:00,CUST-3810,Low,Web Portal,5.8,Yes,Closed,4,Account Management
TKT-2026040559,2026-04-18 06:00:00,CUST-9019,Medium,Email,39.0,No,Closed,1,Billing & Payment
TKT-2026040560,2026-04-18 08:45:00,CUST-2926,Low,Web Portal,17.9,Yes,Closed,4,Technical Support
TKT-2026040561,2026-04-18 09:30:00,CUST-2403,Medium,Web Portal,16.4,Yes,Closed,3,Account Management
TKT-2026040562,2026-04-18 10:00:00,CUST-7104,Medium,Web Portal,14.1,Yes,Closed,4,Network Outage
TKT-2026040563,2026-04-18 10:15:00,CUST-4588,Low,Email,4.6,Yes,Closed,4,Account Management
TKT-2026040564,2026-04-18 10:15:00,CUST-1666,Low,Email,10.9,Yes,Closed,5,Technical Support
TKT-2026040565,2026-04-18 10:30:00,CUST-1792,High,Email,25.3,Yes,Closed,5,Billing & Payment
TKT-2026040566,2026-04-18 11:00:00,CUST-1608,Low,Mobile App,45.2,No,Closed,4,Technical Support
TKT-2026040567,2026-04-18 12:30:00,CUST-3816,Medium,Email,5.3,Yes,Closed,3,Account Management
TKT-2026040568,2026-04-18 13:15:00,CUST-7026,High,Web Portal,16.3,No,Closed,1,Network Outage
TKT-2026040569,2026-04-18 14:00:00,CUST-4860,Medium,Web Portal,5.3,Yes,Closed,4,Billing & Payment
TKT-2026040570,2026-04-18 14:00:00,CUST-1239,Medium,Web Portal,47.8,No,Closed,1,Technical Support
TKT-2026040571,2026-04-18 14:15:00,CUST-7601,Low,Email,13.1,Yes,Closed,5,Technical Support
TKT-2026040572,2026-04-18 16:15:00,CUST-8977,Urgent,Mobile App,7.4,Yes,Closed,3,Billing & Payment
TKT-2026040573,2026-04-18 16:15:00,CUST-8229,Low,Email,9.6,Yes,Closed,5,Technical Support
TKT-2026040574,2026-04-18 16:30:00,CUST-5477,High,Email,75.8,No,Escalated,2,Technical Support
TKT-2026040575,2026-04-18 16:45:00,CUST-8002,Urgent,Mobile App,5.2,No,Closed,1,Network Outage
TKT-2026040576,2026-04-18 17:45:00,CUST-7126,Low,Email,34.0,Yes,Closed,5,Network Outage
TKT-2026040577,2026-04-18 18:45:00,CUST-8956,Low,Web Portal,5.9,Yes,In Progress,4,Billing & Payment
TKT-2026040578,2026-04-18 19:15:00,CUST-7231,Urgent,Web Portal,10.9,Yes,In Progress,4,Billing & Payment
TKT-2026040579,2026-04-18 20:00:00,CUST-4323,High,Email,24.1,Yes,Closed,4,Account Management
TKT-2026040580,2026-04-18 20:30:00,CUST-4458,High,Email,22.6,Yes,Closed,5,Billing & Payment
TKT-2026040581,2026-04-18 22:15:00,CUST-5070,Low,Web Portal,9.6,No,Closed,3,Account Management
TKT-2026040582,2026-04-18 23:00:00,CUST-1527,Urgent,Email,26.8,Yes,Closed,5,Technical Support
TKT-2026040583,2026-04-18 23:30:00,CUST-1234,Low,Email,43.6,Yes,Escalated,5,Technical Support
TKT-2026040584,2026-04-18 23:30:00,CUST-1066,Low,Email,35.8,No,Closed,1,Billing & Payment
TKT-2026040585,2026-04-18 23:45:00,CUST-7819,High,Email,15.9,No,Escalated,1,Technical Support
TKT-2026040586,2026-04-19 01:00:00,CUST-9457,Low,Email,6.2,Yes,Closed,4,Account Management
TKT-2026040587,2026-04-19 01:30:00,CUST-8424,Low,Email,7.0,Yes,Closed,5,Technical Support
TKT-2026040588,2026-04-19 02:00:00,CUST-4661,High,Web Portal,9.5,Yes,Closed,5,Billing & Payment
TKT-2026040589,2026-04-19 03:00:00,CUST-9970,Medium,Email,5.2,Yes,Closed,4,Technical Support
TKT-2026040590,2026-04-19 03:45:00,CUST-2005,High,Web Portal,4.5,Yes,Closed,4,Billing & Payment
TKT-2026040591,2026-04-19 05:45:00,CUST-3203,Low,Web Portal,28.2,Yes,In Progress,5,Billing & Payment
TKT-2026040592,2026-04-19 07:45:00,CUST-4433,High,Web Portal,30.5,Yes,In Progress,5,Account Management
TKT-2026040593,2026-04-19 09:30:00,CUST-9619,Low,Email,27.6,Yes,Closed,5,Billing & Payment
TKT-2026040594,2026-04-19 13:30:00,CUST-7190,Low,Email,43.1,Yes,Closed,5,Account Management
TKT-2026040595,2026-04-19 14:00:00,CUST-3716,Medium,Web Portal,11.4,Yes,Closed,4,Account Management
TKT-2026040596,2026-04-19 14:00:00,CUST-6381,Medium,Email,33.9,Yes,Closed,5,Network Outage
TKT-2026040597,2026-04-19 14:00:00,CUST-1056,High,Web Portal,6.3,Yes,Closed,3,Billing & Payment
TKT-2026040598,2026-04-19 14:15:00,CUST-6498,High,Web Portal,33.7,No,Closed,2,Technical Support
TKT-2026040599,2026-04-19 15:15:00,CUST-6969,Low,Email,11.8,Yes,Closed,4,Technical Support
TKT-2026040600,2026-04-19 15:30:00,CUST-1050,High,Email,12.0,Yes,Closed,5,Billing & Payment
TKT-2026040601,2026-04-19 16:30:00,CUST-3898,Medium,Email,71.5,Yes,Closed,1,Technical Support
TKT-2026040602,2026-04-19 17:00:00,CUST-7456,Medium,Mobile App,18.7,Yes,Escalated,4,Account Management
TKT-2026040603,2026-04-19 18:00:00,CUST-1331,Low,Email,16.3,No,Closed,2,Technical Support
TKT-2026040604,2026-04-19 18:15:00,CUST-6827,High,Email,23.6,Yes,Escalated,4,Technical Support
TKT-2026040605,2026-04-19 18:30:00,CUST-8904,Medium,Web Portal,5.7,Yes,In Progress,5,Technical Support
TKT-2026040606,2026-04-19 18:30:00,CUST-1998,High,Email,36.6,No,Escalated,1,Technical Support
TKT-2026040607,2026-04-19 18:45:00,CUST-2186,Medium,Email,16.4,No,Closed,2,Network Outage
TKT-2026040608,2026-04-19 20:45:00,CUST-5522,Low,Email,25.3,Yes,Closed,5,Technical Support
TKT-2026040609,2026-04-19 21:00:00,CUST-8154,Low,Email,18.1,Yes,In Progress,4,Account Management
TKT-2026040610,2026-04-19 22:15:00,CUST-9028,High,Email,12.6,No,Closed,1,Technical Support
TKT-2026040611,2026-04-20 00:45:00,CUST-7673,Low,Email,12.9,No,Closed,2,Billing & Payment
TKT-2026040612,2026-04-20 01:15:00,CUST-9248,Low,Email,6.8,No,In Progress,2,Account Management
TKT-2026040613,2026-04-20 03:45:00,CUST-7223,Medium,Web Portal,25.5,Yes,Closed,4,Technical Support
TKT-2026040614,2026-04-20 03:45:00,CUST-6701,Low,Web Portal,8.0,Yes,Closed,4,Billing & Payment
TKT-2026040615,2026-04-20 05:30:00,CUST-3851,Low,Web Portal,9.5,Yes,Closed,4,Account Management
TKT-2026040616,2026-04-20 05:45:00,CUST-2349,Medium,Mobile App,17.1,Yes,Closed,5,Technical Support
TKT-2026040617,2026-04-20 06:15:00,CUST-8130,Urgent,Email,28.0,No,Closed,1,Technical Support
TKT-2026040618,2026-04-20 06:15:00,CUST-3006,High,Email,19.4,Yes,Closed,5,Billing & Payment
TKT-2026040619,2026-04-20 06:15:00,CUST-6666,Medium,Email,37.9,No,Closed,3,Billing & Payment
TKT-2026040620,2026-04-20 06:15:00,CUST-9328,Medium,Web Portal,51.1,No,Closed,1,Technical Support
TKT-2026040621,2026-04-20 06:30:00,CUST-2538,Urgent,Web Portal,6.4,Yes,Closed,4,Billing & Payment
TKT-2026040622,2026-04-20 07:15:00,CUST-1837,Medium,Mobile App,24.4,Yes,Closed,3,Technical Support
TKT-2026040623,2026-04-20 07:15:00,CUST-7473,Low,Web Portal,28.1,Yes,Closed,5,Billing & Payment
TKT-2026040624,2026-04-20 07:45:00,CUST-5383,High,Web Portal,13.1,Yes,Escalated,4,Account Management
TKT-2026040625,2026-04-20 09:30:00,CUST-3094,High,Email,93.9,No,Escalated,4,Technical Support
TKT-2026040626,2026-04-20 09:30:00,CUST-1064,Medium,Email,23.6,Yes,In Progress,4,Technical Support
TKT-2026040627,2026-04-20 10:15:00,CUST-7427,Low,Email,23.6,Yes,Closed,5,General Inquiry
TKT-2026040628,2026-04-20 13:30:00,CUST-6593,High,Email,13.6,Yes,Closed,3,Billing & Payment
TKT-2026040629,2026-04-20 14:15:00,CUST-9703,Medium,Mobile App,5.6,No,Escalated,2,General Inquiry
TKT-2026040630,2026-04-20 14:30:00,CUST-1986,High,Web Portal,12.2,No,Escalated,1,Billing & Payment
TKT-2026040631,2026-04-20 15:15:00,CUST-5425,Urgent,Email,27.4,No,Escalated,1,Technical Support
TKT-2026040632,2026-04-20 16:45:00,CUST-7483,Medium,Web Portal,25.0,Yes,Closed,5,Technical Support
TKT-2026040633,2026-04-20 17:30:00,CUST-4969,Low,Mobile App,17.7,Yes,Closed,3,Technical Support
TKT-2026040634,2026-04-20 18:30:00,CUST-1365,Low,Web Portal,18.8,No,In Progress,1,Technical Support
TKT-2026040635,2026-04-20 18:45:00,CUST-8058,High,Email,32.4,Yes,In Progress,4,Billing & Payment
TKT-2026040636,2026-04-20 19:15:00,CUST-2131,Low,Web Portal,9.7,Yes,Closed,4,Billing & Payment
TKT-2026040637,2026-04-20 23:00:00,CUST-4023,Low,Web Portal,17.7,Yes,Closed,5,Technical Support
TKT-2026040638,2026-04-21 01:30:00,CUST-7592,High,Email,5.8,Yes,Closed,5,Billing & Payment
TKT-2026040639,2026-04-21 02:15:00,CUST-2530,Low,Email,26.1,Yes,Closed,5,Account Management
TKT-2026040640,2026-04-21 03:00:00,CUST-2580,High,Email,10.7,Yes,Closed,4,Account Management
TKT-2026040641,2026-04-21 03:45:00,CUST-8618,Low,Web Portal,13.9,Yes,In Progress,5,Billing & Payment
TKT-2026040642,2026-04-21 04:15:00,CUST-9925,Medium,Email,8.0,Yes,In Progress,5,Network Outage
TKT-2026040643,2026-04-21 04:15:00,CUST-1883,High,Email,44.0,No,Closed,3,Technical Support
TKT-2026040644,2026-04-21 04:15:00,CUST-8072,Low,Email,33.5,Yes,Closed,4,Technical Support
TKT-2026040645,2026-04-21 04:45:00,CUST-7015,Low,Email,31.9,Yes,Closed,5,General Inquiry
TKT-2026040646,2026-04-21 05:15:00,CUST-1362,Low,Web Portal,13.9,Yes,Closed,5,Network Outage
TKT-2026040647,2026-04-21 05:15:00,CUST-1248,Medium,Web Portal,26.7,Yes,In Progress,4,Technical Support
TKT-2026040648,2026-04-21 06:30:00,CUST-6232,Low,Mobile App,18.4,Yes,Closed,3,Billing & Payment
TKT-2026040649,2026-04-21 07:30:00,CUST-3200,High,Email,14.9,No,Closed,4,Account Management
TKT-2026040650,2026-04-21 08:15:00,CUST-5918,Medium,Web Portal,18.4,Yes,Closed,5,Technical Support
TKT-2026040651,2026-04-21 10:15:00,CUST-7754,High,Email,30.3,No,Escalated,2,Technical Support
TKT-2026040652,2026-04-21 12:00:00,CUST-2484,Medium,Web Portal,4.7,Yes,Closed,5,Technical Support
TKT-2026040653,2026-04-21 12:15:00,CUST-3860,Low,Web Portal,18.8,Yes,Closed,5,Network Outage
TKT-2026040654,2026-04-21 16:45:00,CUST-2345,Medium,Web Portal,16.3,No,Closed,1,Technical Support
TKT-2026040655,2026-04-21 18:15:00,CUST-2347,Urgent,Email,29.9,No,In Progress,3,Account Management
TKT-2026040656,2026-04-21 19:00:00,CUST-6599,Low,Web Portal,43.9,Yes,Closed,5,Billing & Payment
TKT-2026040657,2026-04-21 19:30:00,CUST-4743,Low,Web Portal,7.1,Yes,Closed,4,Technical Support
TKT-2026040658,2026-04-21 20:15:00,CUST-8183,Urgent,Web Portal,32.2,Yes,Closed,5,Network Outage
TKT-2026040659,2026-04-21 21:00:00,CUST-1780,Urgent,Web Portal,26.0,No,Escalated,2,Account Management
TKT-2026040660,2026-04-21 21:15:00,CUST-1396,High,Email,25.6,No,Closed,1,Billing & Payment
TKT-2026040661,2026-04-21 21:30:00,CUST-2497,Low,Web Portal,20.6,No,Closed,1,Billing & Payment
TKT-2026040662,2026-04-21 22:15:00,CUST-1686,Low,Mobile App,18.2,No,Closed,3,Technical Support
TKT-2026040663,2026-04-22 00:00:00,CUST-8452,Medium,Web Portal,13.6,No,Closed,2,General Inquiry
TKT-2026040664,2026-04-22 00:00:00,CUST-3649,High,Web Portal,11.2,No,Closed,2,Account Management
TKT-2026040665,2026-04-22 01:00:00,CUST-8444,Medium,Web Portal,39.9,Yes,Escalated,4,Technical Support
TKT-2026040666,2026-04-22 03:00:00,CUST-5957,High,Email,43.5,Yes,Closed,4,Billing & Payment
TKT-2026040667,2026-04-22 03:30:00,CUST-2190,Low,Web Portal,29.2,No,Closed,4,Network Outage
TKT-2026040668,2026-04-22 05:15:00,CUST-1250,Medium,Email,5.6,No,Closed,2,Billing & Payment
TKT-2026040669,2026-04-22 05:30:00,CUST-4086,Medium,Email,8.9,Yes,Closed,4,General Inquiry
TKT-2026040670,2026-04-22 06:15:00,CUST-2585,Urgent,Web Portal,6.5,Yes,Closed,5,Billing & Payment
TKT-2026040671,2026-04-22 06:30:00,CUST-8921,High,Email,41.0,No,Escalated,2,Technical Support
TKT-2026040672,2026-04-22 06:45:00,CUST-8216,Low,Email,10.4,Yes,Closed,4,General Inquiry
TKT-2026040673,2026-04-22 08:15:00,CUST-9571,Medium,Email,14.4,Yes,Closed,4,Network Outage
TKT-2026040674,2026-04-22 08:15:00,CUST-8101,Low,Web Portal,5.3,Yes,Closed,5,Technical Support
TKT-2026040675,2026-04-22 09:00:00,CUST-9624,Low,Mobile App,5.3,No,Closed,3,Billing & Payment
TKT-2026040676,2026-04-22 09:30:00,CUST-2871,Medium,Email,4.8,Yes,Closed,4,Technical Support
TKT-2026040677,2026-04-22 10:00:00,CUST-3989,Medium,Email,7.2,Yes,Closed,3,Network Outage
TKT-2026040678,2026-04-22 10:30:00,CUST-8632,Medium,Web Portal,24.0,Yes,Closed,4,General Inquiry
TKT-2026040679,2026-04-22 11:00:00,CUST-3153,Medium,Email,25.3,No,Escalated,4,Network Outage
TKT-2026040680,2026-04-22 11:30:00,CUST-8246,Low,Email,21.4,Yes,In Progress,5,General Inquiry
TKT-2026040681,2026-04-22 11:45:00,CUST-8313,Low,Email,26.9,No,Escalated,1,General Inquiry
TKT-2026040682,2026-04-22 12:45:00,CUST-1980,High,Web Portal,11.0,No,Closed,1,Billing & Payment
TKT-2026040683,2026-04-22 13:15:00,CUST-7951,Low,Email,30.3,Yes,Closed,5,Account Management
TKT-2026040684,2026-04-22 14:30:00,CUST-3202,Urgent,Email,18.5,Yes,Closed,5,Billing & Payment
TKT-2026040685,2026-04-22 15:45:00,CUST-5994,High,Web Portal,10.4,Yes,Closed,5,Account Management
TKT-2026040686,2026-04-22 17:00:00,CUST-3086,Low,Web Portal,19.8,Yes,Closed,4,General Inquiry
TKT-2026040687,2026-04-22 17:45:00,CUST-7816,Medium,Web Portal,4.6,No,Closed,2,Technical Support
TKT-2026040688,2026-04-22 18:00:00,CUST-6414,Low,Web Portal,20.8,Yes,In Progress,5,Account Management
TKT-2026040689,2026-04-22 19:00:00,CUST-5469,Low,Mobile App,18.5,Yes,In Progress,5,Network Outage
TKT-2026040690,2026-04-22 19:00:00,CUST-1912,High,Email,58.2,No,Closed,2,Technical Support
TKT-2026040691,2026-04-22 19:15:00,CUST-4061,Low,Email,32.5,No,Closed,1,Network Outage
TKT-2026040692,2026-04-22 19:30:00,CUST-1554,Low,Web Portal,7.1,Yes,In Progress,5,Network Outage
TKT-2026040693,2026-04-22 19:30:00,CUST-1216,High,Email,19.2,Yes,Closed,4,Billing & Payment
TKT-2026040694,2026-04-22 20:00:00,CUST-4355,High,Email,25.1,Yes,Closed,4,Billing & Payment
TKT-2026040695,2026-04-22 20:00:00,CUST-6842,Medium,Mobile App,21.0,Yes,In Progress,5,Network Outage
TKT-2026040696,2026-04-22 20:15:00,CUST-2376,Low,Email,19.2,Yes,Closed,3,Billing & Payment
TKT-2026040697,2026-04-22 20:15:00,CUST-6735,Medium,Web Portal,15.8,Yes,Closed,4,Network Outage
TKT-2026040698,2026-04-22 21:00:00,CUST-3981,Medium,Email,8.3,Yes,Closed,5,Technical Support
TKT-2026040699,2026-04-22 21:15:00,CUST-8271,Low,Email,10.6,Yes,Closed,5,Network Outage
TKT-2026040700,2026-04-22 22:30:00,CUST-6752,Low,Mobile App,27.4,No,Closed,2,Billing & Payment
TKT-2026040701,2026-04-23 00:00:00,CUST-6023,Medium,Email,7.2,No,Escalated,3,Network Outage
TKT-2026040702,2026-04-23 01:15:00,CUST-6908,Medium,Email,9.1,Yes,Closed,4,General Inquiry
TKT-2026040703,2026-04-23 02:30:00,CUST-5755,Medium,Email,27.0,Yes,In Progress,5,Technical Support
TKT-2026040704,2026-04-23 03:15:00,CUST-7742,High,Email,69.4,Yes,In Progress,2,Technical Support
TKT-2026040705,2026-04-23 04:45:00,CUST-8071,High,Email,23.2,No,In Progress,1,Technical Support
TKT-2026040706,2026-04-23 07:30:00,CUST-8020,Medium,Email,9.2,Yes,Closed,5,Billing & Payment
TKT-2026040707,2026-04-23 08:00:00,CUST-5155,Medium,Web Portal,11.2,Yes,Closed,4,General Inquiry
TKT-2026040708,2026-04-23 08:30:00,CUST-8271,Low,Email,28.0,Yes,Closed,5,Account Management
TKT-2026040709,2026-04-23 10:15:00,CUST-6292,High,Email,33.0,Yes,Closed,4,Network Outage
TKT-2026040710,2026-04-23 10:15:00,CUST-4172,Low,Mobile App,6.8,Yes,Closed,5,Technical Support
TKT-2026040711,2026-04-23 10:30:00,CUST-5503,Low,Web Portal,34.4,Yes,In Progress,5,Technical Support
TKT-2026040712,2026-04-23 11:15:00,CUST-9237,Low,Mobile App,25.9,Yes,Closed,4,Billing & Payment
TKT-2026040713,2026-04-23 11:45:00,CUST-5724,Low,Web Portal,24.0,No,Closed,1,Network Outage
TKT-2026040714,2026-04-23 13:00:00,CUST-5267,Low,Email,5.0,Yes,Closed,3,Billing & Payment
TKT-2026040715,2026-04-23 13:30:00,CUST-5473,Medium,Email,4.8,No,Closed,2,Network Outage
TKT-2026040716,2026-04-23 14:30:00,CUST-8632,Low,Mobile App,9.2,Yes,Closed,4,Technical Support
TKT-2026040717,2026-04-23 15:00:00,CUST-7288,Medium,Mobile App,6.8,Yes,Closed,5,Billing & Payment
TKT-2026040718,2026-04-23 15:30:00,CUST-2778,Low,Email,4.1,Yes,Closed,3,General Inquiry
TKT-2026040719,2026-04-23 18:15:00,CUST-6727,Low,Mobile App,10.0,Yes,Closed,5,Technical Support
TKT-2026040720,2026-04-23 19:15:00,CUST-9759,Low,Web Portal,45.3,Yes,Closed,3,Billing & Payment
TKT-2026040721,2026-04-23 20:00:00,CUST-2881,High,Email,65.9,No,Escalated,1,Technical Support
TKT-2026040722,2026-04-23 20:30:00,CUST-7582,Low,Web Portal,42.3,Yes,Closed,3,Technical Support
TKT-2026040723,2026-04-23 21:00:00,CUST-1586,Medium,Email,8.5,Yes,Escalated,5,Billing & Payment
TKT-2026040724,2026-04-23 21:15:00,CUST-7900,Urgent,Mobile App,30.4,Yes,Closed,4,Account Management
TKT-2026040725,2026-04-23 21:15:00,CUST-5104,Low,Web Portal,5.1,Yes,Closed,5,General Inquiry
TKT-2026040726,2026-04-23 21:45:00,CUST-9450,Medium,Email,9.8,Yes,Closed,3,Network Outage
TKT-2026040727,2026-04-23 22:15:00,CUST-7801,Medium,Mobile App,44.1,Yes,Closed,5,Billing & Payment
TKT-2026040728,2026-04-23 23:00:00,CUST-5955,High,Web Portal,16.2,No,Closed,3,Billing & Payment
TKT-2026040729,2026-04-24 00:00:00,CUST-5892,High,Email,9.9,Yes,Closed,5,General Inquiry
TKT-2026040730,2026-04-24 00:00:00,CUST-7190,High,Mobile App,8.5,No,Escalated,2,Billing & Payment
TKT-2026040731,2026-04-24 00:15:00,CUST-5667,Medium,Web Portal,10.1,Yes,In Progress,5,Technical Support
TKT-2026040732,2026-04-24 02:30:00,CUST-2046,Urgent,Email,29.4,No,Escalated,1,Technical Support
TKT-2026040733,2026-04-24 02:45:00,CUST-6938,Low,Web Portal,5.2,No,Closed,3,Account Management
