call_id,timestamp,customer_id,agent_id,call_duration_sec,wait_time_sec,call_status,csat_score,issue_category
CALL-2026040541,2026-04-12 14:30:00,CUST-2551,AGT-119,153,71,Answered,5,Technical Support
CALL-2026040542,2026-04-12 15:30:00,CUST-8893,AGT-122,243,93,Answered,5,Network Outage
CALL-2026040543,2026-04-12 17:00:00,CUST-8104,AGT-101,272,32,Answered,5,Account Management
CALL-2026040544,2026-04-12 17:45:00,CUST-2128,AGT-123,275,320,Answered,1,Technical Support
CALL-2026040545,2026-04-12 19:15:00,CUST-5567,AGT-124,429,15,Answered,5,Account Management
CALL-2026040546,2026-04-12 20:45:00,CUST-7801,AGT-123,250,11,Answered,3,Account Management
CALL-2026040547,2026-04-12 21:45:00,CUST-3118,AGT-124,361,59,Dropped,1,Billing & Payment
CALL-2026040548,2026-04-12 22:00:00,CUST-3410,AGT-121,216,127,Answered,5,Billing & Payment
CALL-2026040549,2026-04-12 22:45:00,CUST-4199,AGT-120,184,10,Answered,3,Network Outage
CALL-2026040550,2026-04-12 23:30:00,CUST-9274,AGT-122,208,30,Answered,4,Account Management
CALL-2026040551,2026-04-12 23:45:00,CUST-4605,AGT-111,214,50,Dropped,1,General Inquiry
CALL-2026040552,2026-04-13 00:00:00,CUST-4830,AGT-117,251,77,Answered,5,Billing & Payment
CALL-2026040553,2026-04-13 00:15:00,CUST-2910,AGT-119,271,11,Answered,4,Billing & Payment
CALL-2026040554,2026-04-13 00:30:00,CUST-1060,AGT-122,163,53,Answered,5,Technical Support
CALL-2026040555,2026-04-13 01:30:00,CUST-1534,AGT-107,203,30,Answered,5,Technical Support
CALL-2026040556,2026-04-13 02:15:00,CUST-9518,AGT-119,148,22,Answered,5,Account Management
CALL-2026040557,2026-04-13 02:15:00,CUST-6269,AGT-109,202,20,Answered,4,Account Management
CALL-2026040558,2026-04-13 02:30:00,CUST-6398,AGT-123,288,196,Dropped,1,Technical Support
CALL-2026040559,2026-04-13 04:00:00,CUST-8118,AGT-104,244,39,Missed,1,Technical Support
CALL-2026040560,2026-04-13 04:00:00,CUST-2357,AGT-103,304,22,Answered,5,Account Management
CALL-2026040561,2026-04-13 04:00:00,CUST-7726,AGT-103,450,81,Dropped,1,Network Outage
CALL-2026040562,2026-04-13 04:45:00,CUST-4161,AGT-102,341,58,Answered,4,Account Management
CALL-2026040563,2026-04-13 05:00:00,CUST-5078,AGT-110,347,172,Answered,5,Account Management
CALL-2026040564,2026-04-13 05:15:00,CUST-4565,AGT-118,505,38,Answered,4,Billing & Payment
CALL-2026040565,2026-04-13 05:15:00,CUST-4672,AGT-123,380,14,Answered,4,Billing & Payment
CALL-2026040566,2026-04-13 05:15:00,CUST-4188,AGT-106,301,57,Answered,5,Technical Support
CALL-2026040567,2026-04-13 06:00:00,CUST-5823,AGT-105,344,40,Answered,4,Network Outage
CALL-2026040568,2026-04-13 06:15:00,CUST-7961,AGT-116,227,85,Answered,4,Account Management
CALL-2026040569,2026-04-13 06:45:00,CUST-1924,AGT-124,196,135,Answered,4,Technical Support
CALL-2026040570,2026-04-13 07:00:00,CUST-4085,AGT-117,376,10,Answered,5,Technical Support
CALL-2026040571,2026-04-13 07:30:00,CUST-5654,AGT-111,144,32,Answered,3,Technical Support
CALL-2026040572,2026-04-13 08:00:00,CUST-1153,AGT-114,279,45,Answered,4,General Inquiry
CALL-2026040573,2026-04-13 08:15:00,CUST-1786,AGT-117,380,43,Answered,5,Technical Support
CALL-2026040574,2026-04-13 08:30:00,CUST-4783,AGT-120,195,65,Answered,5,Network Outage
CALL-2026040575,2026-04-13 08:45:00,CUST-2212,AGT-122,430,13,Answered,5,Billing & Payment
CALL-2026040576,2026-04-13 09:00:00,CUST-7031,AGT-120,195,93,Answered,4,Technical Support
CALL-2026040577,2026-04-13 09:30:00,CUST-8328,AGT-113,67,16,Answered,5,Billing & Payment
CALL-2026040578,2026-04-13 10:00:00,CUST-6680,AGT-112,344,168,Answered,5,General Inquiry
CALL-2026040579,2026-04-13 10:00:00,CUST-8067,AGT-116,366,37,Answered,4,Technical Support
CALL-2026040580,2026-04-13 10:30:00,CUST-6818,AGT-114,321,266,Dropped,3,Account Management
CALL-2026040581,2026-04-13 11:30:00,CUST-3831,AGT-119,248,218,Answered,2,Billing & Payment
CALL-2026040582,2026-04-13 11:30:00,CUST-4122,AGT-108,210,377,Answered,3,Billing & Payment
CALL-2026040583,2026-04-13 11:45:00,CUST-7500,AGT-116,350,235,Answered,3,Billing & Payment
CALL-2026040584,2026-04-13 12:00:00,CUST-2032,AGT-115,231,90,Answered,5,Technical Support
CALL-2026040585,2026-04-13 12:15:00,CUST-5517,AGT-108,182,271,Dropped,1,General Inquiry
CALL-2026040586,2026-04-13 13:00:00,CUST-4309,AGT-102,199,263,Answered,1,Technical Support
CALL-2026040587,2026-04-13 15:00:00,CUST-1882,AGT-101,244,65,Answered,5,Account Management
CALL-2026040588,2026-04-13 15:30:00,CUST-3244,AGT-119,180,96,Answered,4,General Inquiry
CALL-2026040589,2026-04-13 15:45:00,CUST-4518,AGT-112,301,55,Answered,5,Billing & Payment
CALL-2026040590,2026-04-13 15:45:00,CUST-6127,AGT-104,92,44,Answered,4,Technical Support
CALL-2026040591,2026-04-13 16:00:00,CUST-8124,AGT-122,94,35,Answered,3,Account Management
CALL-2026040592,2026-04-13 16:00:00,CUST-3603,AGT-110,282,10,Answered,5,General Inquiry
CALL-2026040593,2026-04-13 16:00:00,CUST-6682,AGT-110,228,34,Answered,4,Account Management
CALL-2026040594,2026-04-13 17:45:00,CUST-9119,AGT-120,205,26,Answered,5,Network Outage
CALL-2026040595,2026-04-13 17:45:00,CUST-8347,AGT-110,385,61,Answered,4,Technical Support
CALL-2026040596,2026-04-13 17:45:00,CUST-8393,AGT-120,260,61,Answered,4,Billing & Payment
CALL-2026040597,2026-04-13 18:30:00,CUST-3135,AGT-108,299,37,Missed,3,Technical Support
CALL-2026040598,2026-04-13 19:15:00,CUST-4235,AGT-101,250,82,Answered,5,Account Management
CALL-2026040599,2026-04-13 20:15:00,CUST-5957,AGT-119,194,28,Answered,5,Technical Support
CALL-2026040600,2026-04-13 20:30:00,CUST-6533,AGT-122,262,35,Answered,5,Technical Support
CALL-2026040601,2026-04-13 20:30:00,CUST-4326,AGT-112,381,91,Answered,3,General Inquiry
CALL-2026040602,2026-04-13 20:45:00,CUST-7022,AGT-124,289,12,Answered,5,Billing & Payment
CALL-2026040603,2026-04-13 21:15:00,CUST-4044,AGT-113,194,147,Answered,4,Account Management
CALL-2026040604,2026-04-13 21:15:00,CUST-7782,AGT-107,308,77,Answered,4,Network Outage
CALL-2026040605,2026-04-13 21:15:00,CUST-2876,AGT-106,239,25,Answered,4,Billing & Payment
CALL-2026040606,2026-04-13 22:15:00,CUST-7380,AGT-117,290,24,Answered,4,General Inquiry
CALL-2026040607,2026-04-13 23:00:00,CUST-9446,AGT-104,143,109,Answered,5,Network Outage
CALL-2026040608,2026-04-13 23:30:00,CUST-4908,AGT-122,199,68,Answered,5,Account Management
CALL-2026040609,2026-04-13 23:45:00,CUST-2868,AGT-107,330,77,Answered,4,General Inquiry
CALL-2026040610,2026-04-13 23:45:00,CUST-2223,AGT-105,264,23,Answered,5,General Inquiry
CALL-2026040611,2026-04-13 23:45:00,CUST-6892,AGT-119,268,23,Answered,4,Technical Support
CALL-2026040612,2026-04-14 00:15:00,CUST-5196,AGT-103,246,124,Answered,5,Account Management
CALL-2026040613,2026-04-14 00:30:00,CUST-9417,AGT-109,245,50,Answered,5,Account Management
CALL-2026040614,2026-04-14 00:45:00,CUST-8795,AGT-105,231,37,Answered,4,Technical Support
CALL-2026040615,2026-04-14 01:45:00,CUST-1250,AGT-124,307,139,Answered,4,Account Management
CALL-2026040616,2026-04-14 02:00:00,CUST-9624,AGT-109,181,27,Dropped,1,Account Management
CALL-2026040617,2026-04-14 02:45:00,CUST-3429,AGT-115,285,241,Missed,2,Billing & Payment
CALL-2026040618,2026-04-14 05:30:00,CUST-4151,AGT-115,35,45,Dropped,1,Account Management
CALL-2026040619,2026-04-14 05:30:00,CUST-4491,AGT-103,274,15,Answered,5,Account Management
CALL-2026040620,2026-04-14 06:00:00,CUST-2847,AGT-104,381,23,Answered,5,Network Outage
CALL-2026040621,2026-04-14 06:00:00,CUST-7811,AGT-116,383,30,Answered,4,Billing & Payment
CALL-2026040622,2026-04-14 06:45:00,CUST-5157,AGT-104,271,100,Answered,4,Technical Support
CALL-2026040623,2026-04-14 06:45:00,CUST-7571,AGT-121,160,178,Dropped,1,Billing & Payment
CALL-2026040624,2026-04-14 06:45:00,CUST-2381,AGT-119,274,17,Missed,1,Billing & Payment
CALL-2026040625,2026-04-14 07:30:00,CUST-8892,AGT-117,271,99,Answered,4,Technical Support
CALL-2026040626,2026-04-14 08:00:00,CUST-4555,AGT-118,180,96,Dropped,1,Technical Support
CALL-2026040627,2026-04-14 08:30:00,CUST-5016,AGT-104,378,39,Dropped,3,Billing & Payment
CALL-2026040628,2026-04-14 08:30:00,CUST-4443,AGT-120,139,142,Answered,4,Billing & Payment
CALL-2026040629,2026-04-14 09:00:00,CUST-6724,AGT-119,289,413,Answered,1,Billing & Payment
CALL-2026040630,2026-04-14 09:00:00,CUST-5332,AGT-106,223,14,Answered,5,Technical Support
CALL-2026040631,2026-04-14 09:00:00,CUST-6303,AGT-123,207,39,Answered,5,Account Management
CALL-2026040632,2026-04-14 09:00:00,CUST-7354,AGT-124,166,20,Missed,1,Technical Support
CALL-2026040633,2026-04-14 09:30:00,CUST-5378,AGT-115,208,79,Answered,5,Billing & Payment
CALL-2026040634,2026-04-14 09:30:00,CUST-9134,AGT-117,341,16,Answered,4,Network Outage
CALL-2026040635,2026-04-14 10:00:00,CUST-8837,AGT-112,233,40,Answered,3,Network Outage
CALL-2026040636,2026-04-14 10:15:00,CUST-1722,AGT-112,253,373,Dropped,1,Technical Support
CALL-2026040637,2026-04-14 11:30:00,CUST-5736,AGT-115,274,79,Answered,5,Technical Support
CALL-2026040638,2026-04-14 12:45:00,CUST-2099,AGT-120,264,75,Answered,4,Technical Support
CALL-2026040639,2026-04-14 14:45:00,CUST-2850,AGT-107,286,136,Answered,4,Billing & Payment
CALL-2026040640,2026-04-14 15:00:00,CUST-1988,AGT-118,322,62,Answered,4,Network Outage
CALL-2026040641,2026-04-14 15:15:00,CUST-2425,AGT-106,221,62,Answered,5,Technical Support
CALL-2026040642,2026-04-14 15:45:00,CUST-6517,AGT-104,313,33,Dropped,1,Network Outage
CALL-2026040643,2026-04-14 16:00:00,CUST-3765,AGT-122,247,17,Answered,4,Technical Support
CALL-2026040644,2026-04-14 16:30:00,CUST-6816,AGT-112,257,84,Answered,5,General Inquiry
CALL-2026040645,2026-04-14 17:45:00,CUST-9038,AGT-118,388,54,Answered,3,Network Outage
CALL-2026040646,2026-04-14 18:45:00,CUST-7130,AGT-123,333,10,Answered,5,Billing & Payment
CALL-2026040647,2026-04-14 18:45:00,CUST-4250,AGT-102,267,11,Answered,4,Network Outage
CALL-2026040648,2026-04-14 18:45:00,CUST-1508,AGT-112,388,24,Answered,5,Billing & Payment
CALL-2026040649,2026-04-14 19:30:00,CUST-4209,AGT-107,351,28,Answered,5,Account Management
CALL-2026040650,2026-04-14 20:00:00,CUST-4557,AGT-104,364,42,Answered,4,Network Outage
CALL-2026040651,2026-04-14 20:00:00,CUST-1687,AGT-122,202,28,Answered,3,Billing & Payment
CALL-2026040652,2026-04-14 20:00:00,CUST-6904,AGT-104,267,13,Answered,3,Billing & Payment
CALL-2026040653,2026-04-14 20:15:00,CUST-9257,AGT-120,181,130,Answered,5,Technical Support
CALL-2026040654,2026-04-14 21:00:00,CUST-3443,AGT-124,264,124,Answered,4,General Inquiry
CALL-2026040655,2026-04-14 21:15:00,CUST-9684,AGT-112,162,46,Answered,3,Billing & Payment
CALL-2026040656,2026-04-14 21:45:00,CUST-4959,AGT-105,103,86,Answered,5,Billing & Payment
CALL-2026040657,2026-04-14 22:00:00,CUST-6235,AGT-102,117,11,Dropped,1,Billing & Payment
CALL-2026040658,2026-04-14 22:15:00,CUST-3785,AGT-118,239,58,Answered,4,Billing & Payment
CALL-2026040659,2026-04-14 22:30:00,CUST-9060,AGT-123,333,99,Answered,5,Technical Support
CALL-2026040660,2026-04-14 23:00:00,CUST-4932,AGT-108,341,72,Answered,5,Account Management
CALL-2026040661,2026-04-14 23:45:00,CUST-3833,AGT-106,109,130,Answered,4,Technical Support
CALL-2026040662,2026-04-15 00:00:00,CUST-9273,AGT-123,279,16,Answered,5,Technical Support
CALL-2026040663,2026-04-15 00:00:00,CUST-2932,AGT-109,185,154,Answered,5,Technical Support
CALL-2026040664,2026-04-15 00:00:00,CUST-4933,AGT-113,263,27,Answered,4,Technical Support
CALL-2026040665,2026-04-15 00:00:00,CUST-3500,AGT-123,321,219,Answered,4,Network Outage
CALL-2026040666,2026-04-15 00:30:00,CUST-5732,AGT-119,30,47,Answered,5,Billing & Payment
CALL-2026040667,2026-04-15 01:30:00,CUST-7240,AGT-106,323,87,Answered,4,Account Management
CALL-2026040668,2026-04-15 01:45:00,CUST-4483,AGT-107,376,93,Answered,4,Network Outage
CALL-2026040669,2026-04-15 01:45:00,CUST-5305,AGT-112,269,114,Answered,5,Account Management
CALL-2026040670,2026-04-15 03:00:00,CUST-4185,AGT-112,382,170,Answered,5,Billing & Payment
CALL-2026040671,2026-04-15 03:45:00,CUST-1386,AGT-110,355,111,Answered,3,Account Management
CALL-2026040672,2026-04-15 04:15:00,CUST-5366,AGT-116,374,64,Answered,5,Technical Support
CALL-2026040673,2026-04-15 04:45:00,CUST-9399,AGT-123,280,132,Answered,4,Billing & Payment
CALL-2026040674,2026-04-15 05:00:00,CUST-6336,AGT-111,435,45,Answered,4,Billing & Payment
CALL-2026040675,2026-04-15 05:15:00,CUST-9391,AGT-119,290,11,Answered,5,Account Management
CALL-2026040676,2026-04-15 05:45:00,CUST-1604,AGT-116,442,79,Answered,5,Account Management
CALL-2026040677,2026-04-15 07:15:00,CUST-8532,AGT-122,193,187,Answered,1,Billing & Payment
CALL-2026040678,2026-04-15 07:30:00,CUST-5468,AGT-101,256,30,Missed,3,Billing & Payment
CALL-2026040679,2026-04-15 08:30:00,CUST-2564,AGT-119,368,119,Dropped,1,Technical Support
CALL-2026040680,2026-04-15 08:45:00,CUST-1282,AGT-114,381,95,Answered,3,Billing & Payment
CALL-2026040681,2026-04-15 09:00:00,CUST-1947,AGT-122,378,65,Answered,5,Billing & Payment
CALL-2026040682,2026-04-15 10:15:00,CUST-3251,AGT-122,217,372,Answered,2,Account Management
CALL-2026040683,2026-04-15 10:15:00,CUST-7906,AGT-101,336,583,Dropped,1,Technical Support
CALL-2026040684,2026-04-15 10:30:00,CUST-6611,AGT-113,222,72,Answered,5,General Inquiry
CALL-2026040685,2026-04-15 11:30:00,CUST-7683,AGT-104,168,58,Answered,5,General Inquiry
CALL-2026040686,2026-04-15 11:30:00,CUST-9014,AGT-119,340,503,Answered,1,General Inquiry
CALL-2026040687,2026-04-15 12:45:00,CUST-9488,AGT-110,130,352,Dropped,1,Technical Support
CALL-2026040688,2026-04-15 12:45:00,CUST-1175,AGT-115,253,201,Answered,2,Technical Support
CALL-2026040689,2026-04-15 13:15:00,CUST-9867,AGT-113,228,67,Answered,4,Billing & Payment
CALL-2026040690,2026-04-15 13:15:00,CUST-2849,AGT-119,255,57,Answered,5,Network Outage
CALL-2026040691,2026-04-15 13:45:00,CUST-6491,AGT-105,401,62,Answered,5,Technical Support
CALL-2026040692,2026-04-15 14:15:00,CUST-3431,AGT-112,166,85,Answered,4,Account Management
CALL-2026040693,2026-04-15 14:15:00,CUST-8503,AGT-119,325,890,Dropped,3,Network Outage
CALL-2026040694,2026-04-15 14:45:00,CUST-6218,AGT-107,200,422,Answered,1,Technical Support
CALL-2026040695,2026-04-15 15:00:00,CUST-8396,AGT-118,124,69,Answered,5,Billing & Payment
CALL-2026040696,2026-04-15 16:45:00,CUST-2129,AGT-110,106,193,Answered,2,General Inquiry
CALL-2026040697,2026-04-15 17:45:00,CUST-5067,AGT-104,159,29,Answered,5,Network Outage
CALL-2026040698,2026-04-15 18:00:00,CUST-6560,AGT-117,181,26,Answered,4,Network Outage
CALL-2026040699,2026-04-15 18:30:00,CUST-5157,AGT-110,258,11,Answered,5,Technical Support
CALL-2026040700,2026-04-15 18:45:00,CUST-8141,AGT-113,319,75,Missed,3,Technical Support
CALL-2026040701,2026-04-15 19:00:00,CUST-8265,AGT-112,234,277,Dropped,1,Account Management
CALL-2026040702,2026-04-15 19:30:00,CUST-3161,AGT-112,263,23,Answered,3,Network Outage
CALL-2026040703,2026-04-15 19:30:00,CUST-5675,AGT-119,229,266,Answered,1,Technical Support
CALL-2026040704,2026-04-15 20:30:00,CUST-7719,AGT-112,354,26,Answered,4,Network Outage
CALL-2026040705,2026-04-15 20:30:00,CUST-2129,AGT-112,396,257,Dropped,1,Account Management
CALL-2026040706,2026-04-15 21:00:00,CUST-1885,AGT-123,215,12,Answered,5,Technical Support
CALL-2026040707,2026-04-15 22:00:00,CUST-6317,AGT-111,333,142,Answered,5,Billing & Payment
CALL-2026040708,2026-04-15 22:15:00,CUST-3705,AGT-121,357,11,Answered,4,Account Management
CALL-2026040709,2026-04-16 00:00:00,CUST-3013,AGT-118,360,21,Dropped,1,Billing & Payment
CALL-2026040710,2026-04-16 00:15:00,CUST-5376,AGT-119,305,96,Answered,3,Billing & Payment
CALL-2026040711,2026-04-16 00:15:00,CUST-9159,AGT-119,428,10,Answered,5,Billing & Payment
CALL-2026040712,2026-04-16 01:45:00,CUST-9558,AGT-116,227,63,Answered,4,Network Outage
CALL-2026040713,2026-04-16 01:45:00,CUST-7875,AGT-121,334,42,Answered,4,Network Outage
CALL-2026040714,2026-04-16 02:00:00,CUST-2770,AGT-118,244,69,Answered,5,Technical Support
CALL-2026040715,2026-04-16 05:00:00,CUST-4737,AGT-116,437,60,Answered,4,Billing & Payment
CALL-2026040716,2026-04-16 05:30:00,CUST-7985,AGT-117,244,26,Dropped,1,Billing & Payment
CALL-2026040717,2026-04-16 06:15:00,CUST-5869,AGT-107,270,70,Answered,5,General Inquiry
CALL-2026040718,2026-04-16 06:30:00,CUST-7376,AGT-110,364,24,Answered,4,Network Outage
CALL-2026040719,2026-04-16 07:30:00,CUST-9417,AGT-119,250,18,Answered,4,General Inquiry
CALL-2026040720,2026-04-16 07:45:00,CUST-9895,AGT-117,272,43,Answered,5,Account Management
CALL-2026040721,2026-04-16 08:00:00,CUST-7794,AGT-104,357,77,Answered,4,Network Outage
CALL-2026040722,2026-04-16 08:45:00,CUST-2196,AGT-116,302,39,Answered,5,General Inquiry
CALL-2026040723,2026-04-16 09:15:00,CUST-1028,AGT-103,208,12,Answered,4,Account Management
CALL-2026040724,2026-04-16 09:15:00,CUST-4735,AGT-123,255,127,Answered,5,General Inquiry
CALL-2026040725,2026-04-16 12:30:00,CUST-5601,AGT-114,308,35,Dropped,1,Account Management
CALL-2026040726,2026-04-16 12:30:00,CUST-2428,AGT-110,200,162,Answered,3,Technical Support
CALL-2026040727,2026-04-16 13:00:00,CUST-2040,AGT-108,230,73,Answered,5,Billing & Payment
CALL-2026040728,2026-04-16 13:00:00,CUST-1392,AGT-121,334,39,Answered,5,General Inquiry
CALL-2026040729,2026-04-16 14:00:00,CUST-9864,AGT-107,345,33,Answered,5,Account Management
CALL-2026040730,2026-04-16 14:30:00,CUST-3739,AGT-113,290,255,Dropped,1,General Inquiry
CALL-2026040731,2026-04-16 15:15:00,CUST-4457,AGT-106,381,112,Answered,5,Billing & Payment
CALL-2026040732,2026-04-16 15:30:00,CUST-5920,AGT-119,290,96,Answered,4,Account Management
CALL-2026040733,2026-04-16 15:45:00,CUST-5792,AGT-115,336,68,Answered,5,Technical Support
CALL-2026040734,2026-04-16 16:15:00,CUST-7159,AGT-118,316,31,Answered,5,Technical Support
CALL-2026040735,2026-04-16 17:30:00,CUST-1727,AGT-116,231,18,Answered,4,Network Outage
CALL-2026040736,2026-04-16 17:45:00,CUST-2009,AGT-115,306,71,Answered,5,Technical Support
CALL-2026040737,2026-04-16 18:15:00,CUST-8447,AGT-118,190,130,Answered,4,Technical Support
CALL-2026040738,2026-04-16 18:30:00,CUST-6660,AGT-123,302,62,Answered,4,Network Outage
CALL-2026040739,2026-04-16 19:00:00,CUST-3233,AGT-114,226,62,Answered,4,Billing & Payment
CALL-2026040740,2026-04-16 19:00:00,CUST-7944,AGT-107,379,63,Dropped,2,Account Management
CALL-2026040741,2026-04-16 19:15:00,CUST-8799,AGT-105,299,58,Answered,4,Billing & Payment
CALL-2026040742,2026-04-16 20:15:00,CUST-2030,AGT-116,252,30,Answered,4,Network Outage
CALL-2026040743,2026-04-16 21:00:00,CUST-9106,AGT-104,118,22,Answered,3,Technical Support
CALL-2026040744,2026-04-16 21:00:00,CUST-5532,AGT-106,278,99,Answered,5,Billing & Payment
CALL-2026040745,2026-04-16 21:15:00,CUST-2221,AGT-113,248,13,Answered,4,Account Management
CALL-2026040746,2026-04-16 21:45:00,CUST-3681,AGT-124,317,29,Answered,5,Technical Support
CALL-2026040747,2026-04-16 21:45:00,CUST-4513,AGT-116,200,62,Answered,4,Technical Support
CALL-2026040748,2026-04-16 22:00:00,CUST-9328,AGT-103,384,28,Answered,3,General Inquiry
CALL-2026040749,2026-04-16 22:00:00,CUST-3907,AGT-103,305,118,Answered,4,Billing & Payment
CALL-2026040750,2026-04-16 23:00:00,CUST-1938,AGT-105,370,137,Answered,4,Technical Support
CALL-2026040751,2026-04-16 23:00:00,CUST-5179,AGT-115,95,82,Missed,2,Account Management
CALL-2026040752,2026-04-16 23:00:00,CUST-4345,AGT-123,491,11,Answered,5,Technical Support
CALL-2026040753,2026-04-16 23:00:00,CUST-8095,AGT-111,219,91,Answered,4,Technical Support
CALL-2026040754,2026-04-17 00:00:00,CUST-7123,AGT-118,317,141,Answered,4,Account Management
CALL-2026040755,2026-04-17 01:00:00,CUST-5466,AGT-103,293,19,Answered,5,Technical Support
CALL-2026040756,2026-04-17 02:45:00,CUST-2541,AGT-122,233,138,Answered,4,Technical Support
CALL-2026040757,2026-04-17 03:00:00,CUST-2422,AGT-123,257,51,Answered,3,Billing & Payment
CALL-2026040758,2026-04-17 03:45:00,CUST-6463,AGT-106,200,15,Answered,4,Technical Support
CALL-2026040759,2026-04-17 04:00:00,CUST-8847,AGT-115,284,71,Answered,5,Technical Support
CALL-2026040760,2026-04-17 04:00:00,CUST-4867,AGT-118,367,103,Answered,5,Billing & Payment
CALL-2026040761,2026-04-17 04:15:00,CUST-7452,AGT-108,253,170,Answered,5,Technical Support
CALL-2026040762,2026-04-17 04:30:00,CUST-6560,AGT-105,234,83,Answered,4,Network Outage
CALL-2026040763,2026-04-17 04:45:00,CUST-3523,AGT-114,261,197,Answered,2,Technical Support
CALL-2026040764,2026-04-17 04:45:00,CUST-2220,AGT-103,226,39,Missed,1,Billing & Payment
CALL-2026040765,2026-04-17 05:00:00,CUST-7523,AGT-111,179,39,Answered,5,Billing & Payment
CALL-2026040766,2026-04-17 05:30:00,CUST-3568,AGT-116,338,21,Answered,3,Billing & Payment
CALL-2026040767,2026-04-17 05:45:00,CUST-4110,AGT-123,256,33,Answered,5,Technical Support
CALL-2026040768,2026-04-17 06:00:00,CUST-2658,AGT-115,198,138,Answered,5,General Inquiry
CALL-2026040769,2026-04-17 06:15:00,CUST-6988,AGT-109,344,149,Dropped,1,Billing & Payment
CALL-2026040770,2026-04-17 06:15:00,CUST-8937,AGT-101,254,205,Answered,2,Network Outage
CALL-2026040771,2026-04-17 06:45:00,CUST-2888,AGT-115,283,56,Answered,4,Network Outage
CALL-2026040772,2026-04-17 06:45:00,CUST-9701,AGT-108,406,16,Answered,3,Technical Support
CALL-2026040773,2026-04-17 07:30:00,CUST-5232,AGT-124,183,210,Answered,2,Account Management
CALL-2026040774,2026-04-17 09:00:00,CUST-2325,AGT-122,373,45,Answered,5,Network Outage
CALL-2026040775,2026-04-17 09:15:00,CUST-5133,AGT-108,319,38,Answered,4,Billing & Payment
CALL-2026040776,2026-04-17 09:30:00,CUST-4758,AGT-114,77,28,Answered,5,Account Management
CALL-2026040777,2026-04-17 11:00:00,CUST-5060,AGT-113,287,217,Answered,2,Account Management
CALL-2026040778,2026-04-17 11:15:00,CUST-7382,AGT-114,249,228,Answered,2,Billing & Payment
CALL-2026040779,2026-04-17 12:45:00,CUST-9073,AGT-117,344,257,Answered,2,Technical Support
CALL-2026040780,2026-04-17 12:45:00,CUST-4431,AGT-101,560,141,Answered,4,Technical Support
CALL-2026040781,2026-04-17 14:15:00,CUST-3892,AGT-120,213,343,Answered,4,Account Management
CALL-2026040782,2026-04-17 16:00:00,CUST-4641,AGT-107,267,12,Answered,5,Billing & Payment
CALL-2026040783,2026-04-17 16:30:00,CUST-5335,AGT-108,188,161,Answered,5,General Inquiry
CALL-2026040784,2026-04-17 16:30:00,CUST-7273,AGT-113,220,27,Answered,5,Account Management
CALL-2026040785,2026-04-17 16:45:00,CUST-1743,AGT-115,170,158,Answered,5,Technical Support
CALL-2026040786,2026-04-17 16:45:00,CUST-9856,AGT-113,321,62,Dropped,1,Account Management
CALL-2026040787,2026-04-17 17:15:00,CUST-1667,AGT-111,476,26,Answered,5,Technical Support
CALL-2026040788,2026-04-17 17:30:00,CUST-4620,AGT-123,218,15,Answered,5,Account Management
CALL-2026040789,2026-04-17 18:45:00,CUST-3384,AGT-110,263,59,Dropped,1,Billing & Payment
CALL-2026040790,2026-04-17 19:15:00,CUST-6695,AGT-118,384,13,Dropped,1,Network Outage
CALL-2026040791,2026-04-17 20:15:00,CUST-5261,AGT-106,267,179,Answered,4,Billing & Payment
CALL-2026040792,2026-04-17 21:15:00,CUST-5009,AGT-116,241,158,Answered,5,Billing & Payment
CALL-2026040793,2026-04-17 22:45:00,CUST-7777,AGT-112,240,13,Answered,5,Billing & Payment
CALL-2026040794,2026-04-17 23:15:00,CUST-4928,AGT-120,133,180,Dropped,1,Account Management
CALL-2026040795,2026-04-17 23:45:00,CUST-9795,AGT-106,123,58,Answered,5,Account Management
CALL-2026040796,2026-04-18 00:45:00,CUST-3738,AGT-114,299,56,Missed,1,Account Management
CALL-2026040797,2026-04-18 00:45:00,CUST-2963,AGT-102,279,15,Answered,3,Technical Support
CALL-2026040798,2026-04-18 01:00:00,CUST-9101,AGT-120,233,28,Answered,5,Billing & Payment
CALL-2026040799,2026-04-18 01:15:00,CUST-5607,AGT-118,199,36,Answered,5,Network Outage
CALL-2026040800,2026-04-18 04:15:00,CUST-5584,AGT-115,344,53,Answered,5,General Inquiry
CALL-2026040801,2026-04-18 04:45:00,CUST-5647,AGT-119,315,36,Answered,4,Account Management
CALL-2026040802,2026-04-18 05:30:00,CUST-3739,AGT-116,272,20,Answered,3,Network Outage
CALL-2026040803,2026-04-18 06:15:00,CUST-1877,AGT-123,250,212,Answered,1,Technical Support
CALL-2026040804,2026-04-18 06:15:00,CUST-3374,AGT-101,195,120,Answered,5,General Inquiry
CALL-2026040805,2026-04-18 07:15:00,CUST-4523,AGT-104,335,29,Answered,5,Account Management
CALL-2026040806,2026-04-18 07:30:00,CUST-6409,AGT-107,260,125,Answered,5,Technical Support
CALL-2026040807,2026-04-18 07:30:00,CUST-4384,AGT-111,331,69,Answered,5,Account Management
CALL-2026040808,2026-04-18 07:45:00,CUST-6755,AGT-119,276,36,Answered,4,Technical Support
CALL-2026040809,2026-04-18 07:45:00,CUST-3762,AGT-124,214,24,Answered,5,Billing & Payment
CALL-2026040810,2026-04-18 08:15:00,CUST-2349,AGT-117,279,34,Answered,5,Account Management
